course_code,course_name,faculty,department,Academic_Level,programme,year,semester,is_jan_april_2026_offering
ECON 331,ECON 331/ECON 336: ECONOMETRICS I,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,1,0
ECON 337,ECONOMETRICS II,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,1,1
ECON 341,ECONOMICS OF MONEY AND BANKING,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,1,1
ECON 343,URBAN AND REGIONAL ECONOMY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,1,1
ECON 345,ECONOMICS OF MONEY AND BANKING  STREAMS: “AS ABOVE Y3S1”,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,1,1
ECON 302,ECONOMIC DEVELOPMENT I  STREAMS: “AS ABOVE Y2S1”,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,0
ECON 304,TECHNOLOGY AND INDUSTRIALIZATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,1
ECON 306,HISTORY OF ECONOMIC THOUGHT,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,1
ECON 332,ECONOMETRICS II,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,0
ECON 336,"ECONOMETRICS 1 STREAMS:BSC ECON STAT, B.A ECON SOCI, ARTS & ECON MATHS)",Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,0
ECON 342,AGRICULTURAL DEVELOPMENT POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,1
ECON 344,TRANSPORT AND INFRASTRUCTURE ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,1
ECON 350,URBAN AND REGIONAL ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,1
ECON 352,AGRICULTURAL DEVELOPMENT POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 3,2,0
ECON 401,ECONOMICS OF EDUCATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 405,ECON 405/443: ECONOMICS OF PUBLIC POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 409,ECON 409/443: PROJECT PLANNING AND EVALUATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,1
ECON 415,ECON 415/408: ECONOMICS OF INDUSTRY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,1
ECON 421,ECONOMICS DEMOGRAPHY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 431,ECON 431/ECON 438: OPERATIONS RESEARCH,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 441,INTERNATIONAL ECONOMICS  STREAMS: “AS ABOVE Y4S1”,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 443,PROJECT MONITORING & EVALUATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,1
ECON 445,ENVIRONMENTAL ECONOMICS  STREAMS: “AS ABOVE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,0
ECON 447,INTERNATIONAL ECONOMICS 2,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,1
ECON 449,HEALTH ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,1,1
ECON 408,ECONOMICS AND LAW,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,1
ECON 438,OPERATIONS RESEARCH STREAMS: Y4S1,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,1
ECON 444,ENTERPRENEURSHIP ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,1
ECON 446,ECON 446/442: PUBLIC FINANCE AND FISCAL POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,1
ECON 448,NATURAL RESOURCE ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,1
ECON 412,ECONOMICS OF INDUSTRY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 414,ECON 414/ECON 444: ENTREPRENEURHIP ECONOMICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 422,PUBLIC FINANCE AND FISCAL POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 424,ECONOMICS OF MULTINATIONAL BUSINESS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 434,OPERATIONS RESEARCH,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 440,RESEARCH METHODOLOGY BBAM 400: RESEARCH METHODS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
ECON 442,ECONOMICS OF EDUCATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Science in Economics and Statistics,Year 4,2,0
EDCI 0211,CURRICULUM THEORY AND CURRICULUM DEVELOPMENT,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,1,0
EDCI 0221,EDUCATION COMMUNICATION AND TECHNOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,1,0
EDCI 0313,HISTORY SUBJECT METHODS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,1,0
EDCI 0315,MBINU ZA KUFUNDISHIA KISWAHILI,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,1,0
EDCI 0345,MBINU ZA KUFUNDISHIA,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,1,0
EDCI 0212,HEALTH AND PHYSICAL EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,2,1
EDCI 0312,CHRISTIAN RELIGIOUS EDUCATION METHODS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,2,0
EDCI 0318,MATHEMATICS TEACHING METHODS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Certificate/Diploma Level,2,0
EDCI 801,RESEARCH METHODS IN AGRICULTUREEAL EDUCATION AND  EXTENSION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 811,CURRICULUM DEVELOPMENT,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 813,INSTRUCTIONAL PROBLEMS IN SECONDARY SCHOOLS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 817,BIOLOGY EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 819,RECENT DEVELOPMENT IN SCIENCE EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 841,STATISTICAL METHODS IN EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 905,INNOVATIVE STRATEGIES IN SCIENCE EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 921,CURRICULUM DESIGN AND DEVELOPMENT,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 923,CURRICULUM MAPPING: REFLECTIONS AND PRACTICES,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 925,RECENT DEVELOPENTS IN INSTRUCTIONAL THOERY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 941,PSYCHOLOGICAL BASIS OF LEARNING SCIENCE,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 971,PHYSICS EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,1,0
EDCI 802,PSYCHOLOGICAL BASIS OF LEARNING SCIENCE,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 812,DEVELOPMENTS IN INSTRUCTIONAL THEORY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 814,EDUCATIONAL TECHNOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 816,CHEMISTRY EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 904,HISTORY AND PHILOSOPHY OF SCIENCE,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 906,ADVANCES IN EDUCATIONAL TECHNOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 922,CONTEMPORARY CURRICULUM ISSUES,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 924,INSTRUCTIONAL STRATEGIES FOR CRITICAL THINKING AND PROBLEM SOLVING IN EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 972,CHEMISTRY EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 974,MATHEMATICS EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Postgraduate Level,2,0
EDCI 101,EDCI 101/AGHE 141: FAMILY LIFE EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,1,0
EDFO 111,HISTORY OF EDUCATION STREAMS: BED(SCI/ARTS) Y1S1,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,1,0
EPSC 111,EPSC 111/121: INTRODUCTION TO PSYCHOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,1,0
EPSC 121,INTRODUCTION TO PSYCHOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,1,1
EPSC 123,STATISTICAL METHODS IN EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,1,1
EDFO 112,EDFO 112/211: PHILOSOPHY OF EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 1,2,1
EDCI 201,EDCI 201/212/412: HEALTH AND PHYSICAL EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,1
EDCI 211,PRINCIPLES AND THEORIES OF CURRICULUM DEVELOPMENT,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,0
EDCI 221,EDCI 221/223: EDUCATIONAL COMMUNICATION AND TECHNOLOGY I,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,1
EDCI 223,EDCI 223/221: EDUCATIONAL COMMUNICATION AND TECHNOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,0
EDFO 211,PHILOSOPHY OF EDUCATION STREAMS: B.ED (ARTS & SC.),Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,0
EDFO 213,EDFO 213/112: SOCIOLOGY OF EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,0
EPSC 221,PSYCHOLOGY OF LEARNING STREAMS: BED,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,1
EPSC 223,EPSC 223/221: PSYCHOLOGY OF LEARNING,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,1,0
EDCI 212,HEALTH AND PHYSICAL EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,2,0
EPSC 222,EPSC 222/224: RESEARCH METHODS IN EDUCATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,2,1
EPSC 224,INTRODUCTION TO STATISTICS AND RESERCH METHODS I,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,2,0
EPSC 228,MEASUREMENT AND EVALUATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 2,2,0
EDCI 321,EDCI 321/323: EDUCATION COMMUNICATION AND TECHNOLOGY II,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 331,A: EDUCATIONAL COMMUNICATION AND TECHNOLOGY II,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 333,EDCI 333/335: RELIGIOUS EDUCATION SUBJECT METHODS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 335,MBINU ZA KUFUNDISHIA KISWAHILI KATIKA SHULE ZA UPILI (KISWAHILI SUBJECT METHODS),Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 337,GEOGRAPHY SUBJECT METHODS EXAMINATION,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 339,GEOGRAPHY TEACHING METHODS,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
EDCI 341,METHODS OF TEACHING BIOLOGY,Faculty of Education and Resources Development,Department of Education,Bachelor,Bachelor of Education (Science Education),Year 3,1,1
